temperature,pressure,humidity,vibration,equipment,location,vibration_log,latitude,longitude,faulty,le_equipment
-1.0368917839354428,-0.7444648154128953,0.47846544577317296,-0.6632384776794759,Turbine,San Francisco,-0.5440434815827767,0.23370203119005703,-1.7896176433692579,0.0,2
-0.046624831499239544,0.0037380173219368176,-0.3585151112610061,-0.7331358613972723,Turbine,Houston,-0.6371866917366771,-1.5735623348390757,-0.13396291274799615,0.0,2
0.05443344691990497,0.46056171681282254,0.04442885631299624,-0.6778548841357388,Compressor,Houston,-0.5632749783244464,-1.5735623348390757,-0.13396291274799615,0.0,0
2.035516404934324,1.7291595907796535,0.7272072853561151,-0.9089856441461911,Turbine,San Francisco,-0.8856742432907584,0.23370203119005703,-1.7896176433692579,1.0,2
0.42988341123333546,-0.2978650449097834,1.324495737482278,1.7994945206136965,Pump,Houston,1.6262254163547254,-1.5735623348390757,-0.13396291274799615,1.0,1
0.27272711050597076,0.038046387568575604,0.8031139469728391,0.6776153720460862,Compressor,Atlanta,0.8303702487578057,-0.6744607734644747,0.5378944973340964,0.0,0
0.15792417117319368,0.5560668646386199,-0.02410443473798871,-0.1656699577316936,Turbine,Chicago,0.044478337686181306,1.1567451926947672,0.33995275526676744,0.0,2
-0.6322579166618005,-0.10489688238376672,0.5293401168638147,-1.1534328722848386,Compressor,New York,-1.2708133557165802,0.8947173196225943,1.1734469778784147,0.0,0
-0.44117211111028226,0.46989839920371046,0.23120825964853017,-1.0178084442043827,Compressor,Chicago,-1.050846976166919,1.1567451926947672,0.33995275526676744,0.0,0
0.21387570065910758,-0.3496010465183425,0.3046404670973044,-0.7345974368375062,Compressor,San Francisco,-0.6391666431067112,0.23370203119005703,-1.7896176433692579,0.0,0
-0.9860750996068705,0.2594775048394848,0.09078389885634004,-0.28407815355074906,Compressor,Chicago,-0.08512906170316434,1.1567451926947672,0.33995275526676744,0.0,0
-0.1645473638545637,-0.23054700994760424,-1.523631393289492,-1.2605906603429127,Compressor,New York,-1.4572402970185199,0.8947173196225943,1.1734469778784147,0.0,0
0.42251485333830524,-0.27109730725047854,0.3406486401668471,-0.2853728370814804,Pump,Atlanta,-0.08657871267935129,-0.6744607734644747,0.5378944973340964,0.0,1
-0.20638316973249587,0.9550451544715574,1.166089492402379,-0.6148440383091583,Turbine,Atlanta,-0.4812639663646134,-0.6744607734644747,0.5378944973340964,0.0,2
-0.43956910589597603,0.4584458796237854,-0.8483523464438105,0.14948962372595606,Compressor,San Francisco,0.3636217345221551,0.23370203119005703,-1.7896176433692579,0.0,0
-0.5424352718974272,-0.617758135116516,-0.22636254295985003,-0.4915353163612404,Pump,Houston,-0.3271889747661351,-1.5735623348390757,-0.13396291274799615,0.0,1
0.020702755453803016,0.009131674308902677,0.9234655065441228,-0.995207261014115,Turbine,San Francisco,-1.01575978606681,0.23370203119005703,-1.7896176433692579,0.0,2
-0.07103779973924201,-0.9894203933358446,-0.08178154210380384,-0.23518874898322353,Pump,Atlanta,-0.03091162082856417,-0.6744607734644747,0.5378944973340964,0.0,1
0.2882299473582339,-0.7952644788559777,-0.44908741334863767,-0.7313941827947239,Turbine,Atlanta,-0.634829057485637,-0.6744607734644747,0.5378944973340964,0.0,2
-2.0026517851339047,0.1475674985206241,1.564540411175749,1.7954332139506692,Turbine,Houston,1.6237048460029655,-1.5735623348390757,-0.13396291274799615,1.0,2
-0.46887551395469335,-0.39495967067223375,0.48038567377210384,-0.03837965789788014,Turbine,Atlanta,0.17763454264484022,-0.6744607734644747,0.5378944973340964,0.0,2
-0.1987580693548786,0.16894514182121223,0.5520960722393784,-0.8842824542540955,Compressor,Houston,-0.8494546198999166,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.29429523780843,-0.03518180863732986,1.8095036716048754,0.5272262320834241,Turbine,Chicago,0.7049307178361132,1.1567451926947672,0.33995275526676744,0.0,2
-0.32859377175719257,0.4359779413047673,0.4307181224613871,-0.8351886803640616,Turbine,New York,-0.7787896522164544,0.8947173196225943,1.1734469778784147,0.0,2
-0.5439034980790094,-0.8052939680719948,0.5750120400436128,-0.5279734272370423,Pump,New York,-0.37187256303386423,0.8947173196225943,1.1734469778784147,0.0,1
-0.17170336925321844,-0.21700844752364598,0.2751177116740254,-0.3659739727306421,Compressor,Houston,-0.17828516727742652,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.2470843408716597,-0.1429589135595805,0.14274684685933808,-0.6109849558559027,Compressor,Atlanta,-0.47631582090975527,-0.6744607734644747,0.5378944973340964,0.0,0
-0.2609148364640609,-0.38513038476311784,0.22236359171242506,0.0035402388990181805,Turbine,Houston,0.22018078174779745,-1.5735623348390757,-0.13396291274799615,0.0,2
0.0034591045907480626,-0.700523221350288,0.029099791470797984,0.10248407387707838,Turbine,New York,0.3181942100255084,0.8947173196225943,1.1734469778784147,0.0,2
-0.4491855548367734,-0.9128898824183764,-0.8265455740698912,0.04994363974179089,Compressor,Chicago,0.2665606853610825,1.1567451926947672,0.33995275526676744,0.0,0
0.4082602064471727,-0.37821466559270067,-0.6086133171614078,-0.8170121564520127,Compressor,New York,-0.7530573797435847,0.8947173196225943,1.1734469778784147,0.0,0
-0.5324140908599364,-0.6824144205568174,-0.5970801722517913,-1.9030124769370722,Compressor,Houston,-2.9293605304611723,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.4583271110631426,0.34723016749806046,0.6274984570414361,-0.22885148197502295,Turbine,New York,-0.023957359859656423,0.8947173196225943,1.1734469778784147,0.0,2
-0.18086811661201133,-0.5761476714300882,0.07955128047437347,-0.589215718168111,Compressor,Houston,-0.44856021978170885,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.6549958928371821,-0.24860749388942194,0.12262081224071497,-0.01365936084336514,Pump,Houston,0.20279966032730085,-1.5735623348390757,-0.13396291274799615,0.0,1
-0.04469330035907744,-0.629257040435475,0.5083189632565329,-0.4711650833637822,Pump,San Francisco,-0.3025060906230815,0.23370203119005703,-1.7896176433692579,0.0,1
-0.02388011297498576,-0.6434278793619951,-0.027952970352980878,-0.12627351637865034,Compressor,Atlanta,0.08634752336476725,-0.6744607734644747,0.5378944973340964,0.0,0
0.18959715605196611,-0.29514116665016155,0.2538760162647391,-0.6458973638397859,Compressor,Atlanta,-0.5213911855176624,-0.6744607734644747,0.5378944973340964,0.0,0
0.2522035131926237,0.059696650243382145,-0.5572423087300965,-0.37299320384782175,Turbine,Chicago,-0.18641053912711122,1.1567451926947672,0.33995275526676744,0.0,2
0.18960881148228434,-0.1466101825494969,0.5945948953134556,-0.8676181215389617,Compressor,Chicago,-0.8252745974950217,1.1567451926947672,0.33995275526676744,0.0,0
-0.5442509872714387,-0.4578909293322972,-0.7757076683077434,-0.2372898549670861,Compressor,San Francisco,-0.03322097656825843,0.23370203119005703,-1.7896176433692579,0.0,0
-0.2748758393779614,-0.2407950390290543,-0.341775276670227,-0.2315473171479941,Compressor,Atlanta,-0.026913622161525052,-0.6744607734644747,0.5378944973340964,0.0,0
-0.10739152014193452,0.862406727320806,-0.6258842292670883,-0.22217524740715255,Compressor,Houston,-0.016649127415120347,-1.5735623348390757,-0.13396291274799615,0.0,0
1.8117012934878367,-1.8818537205079364,1.3015980669347165,-0.695682440395071,Turbine,Houston,-0.5869055418229989,-1.5735623348390757,-0.13396291274799615,1.0,2
-0.516712799476875,0.08006453301990361,0.23054671135075364,-0.3944602936148605,Turbine,Chicago,-0.2114028290888724,1.1567451926947672,0.33995275526676744,0.0,2
-0.3320122791455112,-0.03953661465101527,-1.0329373700043458,-0.13549353158008676,Compressor,San Francisco,0.07660286247983687,0.23370203119005703,-1.7896176433692579,0.0,0
0.32880671478446816,0.055924684953228346,-0.42124595120622776,-1.0463846716289507,Pump,San Francisco,-1.0958267526786047,0.23370203119005703,-1.7896176433692579,0.0,1
-0.5487401362078753,0.11972366861865791,0.6823077789316255,-0.4987426818031104,Turbine,New York,-0.33597280872701485,0.8947173196225943,1.1734469778784147,0.0,2
2.210829222243985,0.08022573673945038,-1.106533998604193,1.171407520311494,Turbine,Atlanta,1.2077921674635028,-0.6744607734644747,0.5378944973340964,1.0,2
0.231204935934165,-0.3002048971806749,-0.5286868631989481,0.4470509062084414,Pump,Chicago,0.6357703980452716,1.1567451926947672,0.33995275526676744,0.0,1
-0.3779918800718784,-0.53258837130212,0.9139408993659485,-0.12402706318786941,Compressor,Houston,0.08871685236695655,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.43070943424716573,-0.7445633823552089,0.9282605351241895,-0.6781586963426733,Compressor,San Francisco,-0.5636760748416442,0.23370203119005703,-1.7896176433692579,0.0,0
0.08305735595116842,0.022225436067023194,-0.8425463718755399,-0.3139093449348765,Pump,Houston,-0.1187163530786563,-1.5735623348390757,-0.13396291274799615,0.0,1
-0.3340520077425268,0.1488952403602515,1.108919202954682,-0.1531789531294638,Turbine,Chicago,0.057818925169644556,1.1567451926947672,0.33995275526676744,0.0,2
1.546855477292916,1.7089847309403556,0.345269677493211,0.8919599099023438,Compressor,Atlanta,1.000266066028894,-0.6744607734644747,0.5378944973340964,1.0,0
1.0850477374769572,-1.291764111451054,-0.0758111633468567,0.4745791984136858,Pump,Houston,0.659703112316055,-1.5735623348390757,-0.13396291274799615,1.0,1
-0.91588304336818,-0.4641209863013444,0.323109709430055,-0.9594088053343094,Compressor,Atlanta,-0.9610390835213667,-0.6744607734644747,0.5378944973340964,0.0,0
0.013908915271737895,0.048863915476482625,-0.6156959907616988,-0.517677752984995,Turbine,San Francisco,-0.3591771534318079,0.23370203119005703,-1.7896176433692579,0.0,2
-0.11450831894280047,-0.24538415892099952,0.00791658383790341,-0.9071837672391352,Turbine,Atlanta,-0.8830169927326298,-0.6744607734644747,0.5378944973340964,0.0,2
-0.22896559406982736,0.43389020235149556,0.671405231934495,-0.8662733541660541,Pump,New York,-0.823332098895449,0.8947173196225943,1.1734469778784147,0.0,1
-0.5527881404993055,-0.7149557977793862,-0.772279976153302,-0.43175430025061634,Compressor,Chicago,-0.2553399549576761,1.1567451926947672,0.33995275526676744,0.0,0
-0.3574302114050136,0.5348219460792333,-0.4774533912848648,-0.34970446916755077,Turbine,Chicago,-0.15953889963340395,1.1567451926947672,0.33995275526676744,0.0,2
-0.31094041590184723,0.29537701034882663,0.3687563795682431,-0.2622811502156776,Turbine,Chicago,-0.060831260550438686,1.1567451926947672,0.33995275526676744,0.0,2
-0.5490798341959233,0.3800650789840264,-0.8922055485844884,-0.16399548733871422,Compressor,San Francisco,0.04627026497670075,0.23370203119005703,-1.7896176433692579,0.0,0
-0.40434486982581086,0.0013993179106136402,-1.1440877715205195,-0.42159100518173653,Compressor,San Francisco,-0.24330013597654213,0.23370203119005703,-1.7896176433692579,0.0,0
-1.3067748291838481,2.2955431308781398,-1.8365915428458321,-1.1853228921233192,Compressor,Atlanta,-1.3250518755453329,-0.6744607734644747,0.5378944973340964,1.0,0
-0.07645183805051711,-0.31734628375095775,0.027814230097507737,-0.6936440341726304,Turbine,Atlanta,-0.584193846305779,-0.6744607734644747,0.5378944973340964,0.0,2
0.2855579644371546,-0.7494395663168463,0.5472453733503221,-0.6162521445791447,Compressor,San Francisco,-0.4830715560516594,0.23370203119005703,-1.7896176433692579,0.0,0
-0.23230682068977695,-0.9968600286440287,-1.2409775772057414,-0.6531055419600041,Pump,Atlanta,-0.5307855780222234,-0.6744607734644747,0.5378944973340964,0.0,1
-0.32648244975683777,0.057548984526576634,1.3174280293029947,-0.4087873044267723,Pump,New York,-0.2282032168622499,0.8947173196225943,1.1734469778784147,0.0,1
-0.3735103929049333,0.1257655541829573,0.1486999110182353,-0.23735106496821337,Compressor,San Francisco,-0.03328828094076079,0.23370203119005703,-1.7896176433692579,0.0,0
-0.34793595347510253,-0.12992249098807884,-0.30720507081490384,-0.3499987099430651,Turbine,New York,-0.15987685972354085,0.8947173196225943,1.1734469778784147,0.0,2
-0.09090752290227191,-0.11123092256157441,-1.4261179735401706,-0.06831846922011119,Turbine,San Francisco,0.14686162390348112,0.23370203119005703,-1.7896176433692579,0.0,2
0.10513818797695886,-0.5755793286857767,-0.2742581523008338,-0.08630999689111131,Pump,San Francisco,0.12821049482098437,0.23370203119005703,-1.7896176433692579,0.0,1
-0.043960126493346706,0.07625868985074176,-0.012708590169061526,-0.8572218012431899,Pump,New York,-0.8102910033281955,0.8947173196225943,1.1734469778784147,0.0,1
-0.16350934763288236,-0.679476894002974,-0.9231984469589373,-0.9840476682377337,Pump,Houston,-0.9985904313039562,-1.5735623348390757,-0.13396291274799615,0.0,1
0.26596036615499913,2.069092182842917,0.23261584926467216,0.8234713896632478,Compressor,Houston,0.9470546395014635,-1.5735623348390757,-0.13396291274799615,1.0,0
-0.7188541262486579,-0.6482722604656806,0.3745288681136796,-0.9599591041530007,Pump,Chicago,-0.9618724892053475,1.1567451926947672,0.33995275526676744,0.0,1
-0.2883273218594163,-0.19975653807101187,-0.11427430064009743,-1.1526697315007317,Compressor,San Francisco,-1.2695277567872219,0.23370203119005703,-1.7896176433692579,0.0,0
-0.04891425157931583,0.3600427060179614,-0.12095279292320446,-0.5275388915598552,Turbine,Houston,-0.37133561985483293,-1.5735623348390757,-0.13396291274799615,0.0,2
-0.23000161247393322,-0.5403153175142079,-0.2440196932479111,-0.8707384721299157,Pump,Chicago,-0.8297869222396842,1.1567451926947672,0.33995275526676744,0.0,1
-0.08851410665286012,-0.09087488453796082,0.6565620452812048,-0.5531973024541988,Pump,Chicago,-0.40321263899887405,1.1567451926947672,0.33995275526676744,0.0,1
0.723382755628442,-0.3056261249376773,-1.4486340851015589,-1.918836689300188,Turbine,New York,-2.9769947261096683,0.8947173196225943,1.1734469778784147,1.0,2
-1.1365352751823035,0.30175466994679745,-0.7074393188732458,-0.09046521288971739,Turbine,Chicago,0.12388583259349202,1.1567451926947672,0.33995275526676744,0.0,2
-0.7489621932770896,0.5050056833434589,0.1509819051072877,-0.40083692937381715,Turbine,Houston,-0.2188682907096045,-1.5735623348390757,-0.13396291274799615,0.0,2
0.2964136962489614,-0.12445562368823093,0.4664653257896543,-0.5085346921695054,Compressor,Houston,-0.3479494259625106,-1.5735623348390757,-0.13396291274799615,0.0,0
0.05433620021816522,0.07683821210109976,0.28508310446725055,-0.7275243335621626,Compressor,Atlanta,-0.6295974637385185,-0.6744607734644747,0.5378944973340964,0.0,0
-0.003748441545115942,0.4251201448070508,0.22250111079825066,0.02445236232838724,Pump,San Francisco,0.24117420158336184,0.23370203119005703,-1.7896176433692579,0.0,1
0.15221830231244773,-0.06861649217211913,-0.48808717438425137,-1.0937210645202133,Compressor,Chicago,-1.171906013761003,1.1567451926947672,0.33995275526676744,0.0,0
-1.601767036574274,1.6824842126191928,-0.6572043423286317,2.275726137092512,Pump,New York,1.9075588818393214,0.8947173196225943,1.1734469778784147,1.0,1
-0.2171494309458848,-0.22091008790371566,0.7224218507421104,-1.4405223656579615,Turbine,San Francisco,-1.8000492126149747,0.23370203119005703,-1.7896176433692579,0.0,2
-0.29177011485964965,1.0403941811138508,0.22306822424956918,-0.5578332495226546,Turbine,New York,-0.4090097306847013,0.8947173196225943,1.1734469778784147,0.0,2
-0.31524469735588895,-0.2139707188624425,-0.21897125008308932,-0.8168097455430242,Turbine,Atlanta,-0.7527721110970226,-0.6744607734644747,0.5378944973340964,0.0,2
0.6697438725180307,-0.027766106007366665,0.8166144164852728,0.33676225059162096,Turbine,New York,0.5378552159694285,0.8947173196225943,1.1734469778784147,0.0,2
-0.313018851265391,0.9498167997447587,-0.8487963403552027,-0.21967402422312013,Turbine,San Francisco,-0.013915865548951443,0.23370203119005703,-1.7896176433692579,0.0,2
-0.28874098918824603,0.497119524275387,0.006738933301133837,0.3748434532663577,Turbine,Atlanta,0.5720390828147723,-0.6744607734644747,0.5378944973340964,0.0,2
-0.9237201973407001,-0.06836080198411915,-0.4413326375780371,-0.5915588485077753,Turbine,San Francisco,-0.45153496323703984,0.23370203119005703,-1.7896176433692579,0.0,2
-0.5424986183339797,-0.2091692545475943,1.1861347854877005,-0.7393502985736662,Compressor,San Francisco,-0.6456145625008562,0.23370203119005703,-1.7896176433692579,0.0,0
0.06605771973998147,0.16302742978167248,-0.36141951201782935,-0.46974832276022055,Turbine,Houston,-0.3007971733223713,-1.5735623348390757,-0.13396291274799615,0.0,2
-0.40028267648041566,-0.5310182801542045,0.9646159522042113,-0.5627536456077303,Turbine,San Francisco,-0.41517522219521524,0.23370203119005703,-1.7896176433692579,0.0,2
-0.06349812716008617,1.3485108000882298,-0.7556808851126366,-0.3648441391437929,Compressor,Chicago,-0.1769794114608073,1.1567451926947672,0.33995275526676744,0.0,0
-0.21677437826779528,-0.2180470657093485,0.5490908154482363,-0.5423003764243882,Compressor,Houston,-0.38963187956429984,-1.5735623348390757,-0.13396291274799615,0.0,0
-2.0769223529860477,-2.029522607770214,2.2299797917403517,1.8802601692158827,Pump,San Francisco,1.675901245919941,0.23370203119005703,-1.7896176433692579,1.0,1
-0.11906915270664031,-0.3705212746216628,-0.19513511583062038,-0.5535429616168744,Turbine,Houston,-0.4036444741692048,-1.5735623348390757,-0.13396291274799615,0.0,2
0.29706222772578394,-0.19788616130628908,1.029317925499023,-0.39219618396896844,Compressor,Chicago,-0.20875673488008684,1.1567451926947672,0.33995275526676744,0.0,0
-0.6838427192860618,-0.3014353820563775,0.8464246653879467,-0.43510814400351533,Compressor,San Francisco,-0.25932404047666724,0.23370203119005703,-1.7896176433692579,0.0,0
0.08392344513624388,0.8067018145485273,-0.10645520429104981,0.11293228613111411,Pump,Atlanta,0.32835336530421455,-0.6744607734644747,0.5378944973340964,0.0,1
0.1631966133311426,-0.7064928630589983,0.5409314112041442,-0.630244741902951,Pump,New York,-0.50109539757358,0.8947173196225943,1.1734469778784147,0.0,1
-0.03642571600612882,-0.7480487840964071,0.9158143522315431,-1.0617380611954184,Turbine,Chicago,-1.120284718933067,1.1567451926947672,0.33995275526676744,0.0,2
-0.7746673853953433,-0.1925210470444721,-0.2214196884005124,-0.18361945911709635,Pump,Houston,0.02519986636729275,-1.5735623348390757,-0.13396291274799615,0.0,1
-1.7873675988829691,0.43122426574756717,-2.202326101997474,-0.28490941100814177,Turbine,New York,-0.08605973342137294,0.8947173196225943,1.1734469778784147,1.0,2
-0.25394281078610054,-0.011367630129823838,-0.6495509325667692,-0.6521616809584295,Compressor,Chicago,-0.5295537140304301,1.1567451926947672,0.33995275526676744,0.0,0
0.05391897783908285,-0.2669282180913316,-1.1276512023114307,0.18206321628441913,Turbine,Chicago,0.39468941134425134,1.1567451926947672,0.33995275526676744,0.0,2
-0.6795192083104455,-0.5113397042032156,-0.23142781138052038,-0.5082609789755519,Compressor,San Francisco,-0.3476139740885031,0.23370203119005703,-1.7896176433692579,0.0,0
0.19548117964708767,-0.45837310358023126,0.3781341568317722,-0.6259176641359339,Pump,San Francisco,-0.49550971921062004,0.23370203119005703,-1.7896176433692579,0.0,1
-0.27901283096378676,-0.3770994531425651,0.04330285200361286,-0.16728487890863114,Turbine,San Francisco,0.04274908697607289,0.23370203119005703,-1.7896176433692579,0.0,2
0.1499583996989279,-0.7453298527156753,1.3405562615574913,-0.6180431031467885,Pump,Houston,-0.4853722436442004,-1.5735623348390757,-0.13396291274799615,0.0,1
0.028853717322529303,0.044294636312753995,0.7551745446916824,-0.20442872236960571,Turbine,Houston,0.0026882579693949366,-1.5735623348390757,-0.13396291274799615,0.0,2
-0.4864439174690497,-0.15746600203971742,-0.08695753896232505,0.15946969827088314,Pump,Atlanta,0.3731758407236794,-0.6744607734644747,0.5378944973340964,0.0,1
-0.11385046466070459,0.6701126992319345,0.5480963451601089,-0.5619022996968827,Compressor,Chicago,-0.4141075066242664,1.1567451926947672,0.33995275526676744,0.0,0
-0.8073332148510148,0.2393072381218189,0.723758326269291,-0.39174709318478257,Turbine,Atlanta,-0.20823216356950228,-0.6744607734644747,0.5378944973340964,0.0,2
-0.0123392447422882,0.31481199118856557,-0.5243598129406967,-0.5322556522028317,Compressor,Atlanta,-0.3771693100323857,-0.6744607734644747,0.5378944973340964,0.0,0
-0.1933095390027148,0.6214573994376293,0.2870800934535944,-0.9320803401389957,Turbine,New York,-0.9199496986398489,0.8947173196225943,1.1734469778784147,0.0,2
-0.17074512322922253,-0.769849256444666,-0.06927124552143953,-0.7760889090899259,Turbine,Houston,-0.6959454144245193,-1.5735623348390757,-0.13396291274799615,0.0,2
-0.41311988301332847,-1.0871169217712098,0.41712894857169625,-1.7197074496882017,Pump,Houston,-2.4280345487723105,-1.5735623348390757,-0.13396291274799615,0.0,1
-0.19847474180574037,-0.714853184425605,0.1586895801647966,-1.1203987810620217,Turbine,Atlanta,-1.2156788359128772,-0.6744607734644747,0.5378944973340964,0.0,2
-0.017279056266991305,0.5063218021706342,-0.75217749656545,-1.1357557852232303,Turbine,San Francisco,-1.2411796139859308,0.23370203119005703,-1.7896176433692579,0.0,2
-0.503360741011554,-0.13429397681851898,1.1286652023075197,-0.8174611474389295,Compressor,San Francisco,-0.7536902672389383,0.23370203119005703,-1.7896176433692579,0.0,0
-0.3520640568338218,0.0248959456550661,-0.6064051763965556,-1.0371991914921175,Turbine,Chicago,-1.0812923096379143,1.1567451926947672,0.33995275526676744,0.0,2
0.12429237629716137,-0.7418720830518575,1.0000183959824958,-0.3008721919380899,Turbine,San Francisco,-0.10398977994688303,0.23370203119005703,-1.7896176433692579,0.0,2
0.04869727534612186,-0.8288552551905908,-0.3129294238742695,-0.6930227419105904,Turbine,Atlanta,-0.5833678441388593,-0.6744607734644747,0.5378944973340964,0.0,2
0.31089386987912054,0.165956469815798,0.7207464183784063,0.6124234169205112,Compressor,New York,0.7766587245072946,0.8947173196225943,1.1734469778784147,0.0,0
-0.39898266676274086,-0.7713622210879253,-0.3669234838894739,-0.25579277374618037,Compressor,Houston,-0.0536376188622785,-1.5735623348390757,-0.13396291274799615,0.0,0
-0.7568164514360914,-0.24802326144449446,-0.7525972791968147,-0.4327599175903689,Pump,Houston,-0.25653396958001945,-1.5735623348390757,-0.13396291274799615,0.0,1
0.4009883147750288,-0.7829633786390633,-2.1735613033000174,-0.5774186290139346,Turbine,San Francisco,-0.43362930523398047,0.23370203119005703,-1.7896176433692579,1.0,2
-0.42015014770613884,0.04395303096530287,0.15808266181873848,-0.9103987690763935,Pump,Houston,-0.8877599016779787,-1.5735623348390757,-0.13396291274799615,0.0,1
-0.35440133724591877,-0.3595574775908422,0.4338746851554572,0.03131078792140971,Turbine,Chicago,0.24802631935634192,1.1567451926947672,0.33995275526676744,0.0,2
